1384036757.122429,0
1384036757.134599,0
1384036757.146960,0
1384036757.159364,0
1384036757.171392,0
1384036757.183349,0
1384036757.195641,0
1384036757.209039,0
1384036757.221312,0
1384036757.234076,0
1384036757.246385,0
1384036757.258690,0
1384036757.271042,0
1384036757.283921,0
1384036757.296268,0
1384036757.308513,0
1384036757.320941,0
1384036757.333421,0
1384036757.345889,0
1384036757.358119,0
1384036757.370981,0
1384036757.383606,0
1384036757.396056,0
1384036757.408747,0
1384036757.421166,0
1384036757.435220,1
1384036757.447822,0
1384036757.461622,11
1384036757.474325,12
1384036757.487125,13
1384036757.499681,15
1384036757.512870,15
1384036757.525386,18
1384036757.537736,18
1384036757.550062,21
1384036757.563453,23
1384036757.576006,24
1384036757.588341,26
1384036757.600906,27
1384036757.613171,29
1384036757.625122,30
1384036757.637197,32
1384036757.649990,33
1384036757.662209,35
1384036757.674573,35
1384036757.686990,38
1384036757.699184,38
1384036757.711374,41
1384036757.723527,41
1384036757.735962,44
1384036757.747892,44
1384036757.759956,47
1384036757.772473,47
1384036757.784572,50
1384036757.796795,50
1384036757.808681,53
1384036757.821096,53
1384036757.833022,56
1384036757.845168,56
1384036757.857510,59
1384036757.869408,59
1384036757.881656,62
1384036757.894105,62
1384036757.905992,65
1384036757.917951,65
1384036757.930727,68
1384036757.943149,70
1384036757.955043,71
1384036757.967813,73
1384036757.979811,74
1384036757.992022,76
1384036758.003956,77
1384036758.016398,79
1384036758.028659,80
1384036758.040638,82
1384036758.053030,83
1384036758.065080,85
1384036758.077071,86
1384036758.089065,88
1384036758.101451,89
1384036758.113464,91
1384036758.125667,92
1384036758.138188,94
1384036758.150331,95
1384036758.162315,97
1384036758.174284,98
1384036758.186800,100
1384036758.198834,100
1384036758.211014,100
1384036758.223488,99
1384036758.235420,100
1384036758.247463,99
1384036758.259845,100
1384036758.272357,99
1384036758.284330,100
1384036758.297304,99
1384036758.309696,100
1384036758.321795,99
1384036758.333791,100
1384036758.346751,100
1384036758.359244,100
1384036758.371295,100
1384036758.383809,100
1384036758.396249,100
1384036758.408232,100
1384036758.420659,100
1384036758.432708,100
1384036758.444667,100
1384036758.456745,100
1384036758.469280,100
1384036758.481418,100
1384036758.493655,100
1384036758.506123,99
1384036758.518085,100
1384036758.530078,99
1384036758.542104,100
1384036758.554644,99
1384036758.566538,100
1384036758.578772,99
1384036758.591172,100
1384036758.603160,99
1384036758.615189,100
1384036758.627691,99
1384036758.640103,100
1384036758.652131,99
1384036758.664510,100
1384036758.677072,99
1384036758.689068,100
1384036758.701155,99
1384036758.713958,100
1384036758.726402,100
1384036758.738581,100
1384036758.751335,100
1384036758.763429,100
1384036758.775391,100
1384036758.787405,100
1384036758.799989,100
1384036758.812475,100
1384036758.824697,100
1384036758.837335,99
1384036758.849516,100
1384036758.861852,99
1384036758.873920,100
1384036758.886554,99
1384036758.898449,100
1384036758.910707,99
1384036758.923095,100
1384036758.935171,99
1384036758.947533,100
1384036758.959917,99
1384036758.971815,100
1384036758.984122,99
1384036758.997064,100
1384036759.009461,100
1384036759.021541,100
1384036759.034402,99
1384036759.046612,99
1384036759.058499,98
1384036759.070816,97
1384036759.083545,96
1384036759.095836,95
1384036759.107745,95
1384036759.120233,93
1384036759.132384,93
1384036759.144488,92
1384036759.156473,92
1384036759.170061,91
1384036759.182566,90
1384036759.195005,89
1384036759.207400,89
1384036759.219557,88
1384036759.231698,87
1384036759.244419,86
1384036759.256948,85
1384036759.269098,85
1384036759.281957,83
1384036759.294285,83
1384036759.306474,82
1384036759.318935,82
1384036759.331796,81
1384036759.344223,80
1384036759.357160,79
1384036759.369991,79
1384036759.382124,78
1384036759.394423,76
1384036759.406455,76
1384036759.419099,75
1384036759.431187,75
1384036759.443473,73
1384036759.455870,73
1384036759.467893,72
1384036759.480933,72
1384036759.493569,71
1384036759.505585,70
1384036759.517793,69
1384036759.530134,69
1384036759.542629,68
1384036759.554618,67
1384036759.567571,66
1384036759.579865,66
1384036759.592156,69
1384036759.604272,69
1384036759.617113,72
1384036759.629433,72
1384036759.641573,75
1384036759.654359,75
1384036759.666497,78
1384036759.678664,80
1384036759.690699,81
1384036759.703136,83
1384036759.715107,84
1384036759.727354,86
1384036759.739777,87
1384036759.751895,89
1384036759.764132,90
1384036759.776349,92
1384036759.788721,93
1384036759.800907,95
1384036759.813271,96
1384036759.825754,98
1384036759.838061,99
1384036759.850678,99
1384036759.863806,98
1384036759.876301,99
1384036759.888592,99
1384036759.901453,99
1384036759.913831,99
1384036759.926614,99
1384036759.938925,99
1384036759.951754,98
1384036759.964308,99
1384036759.976943,98
1384036759.989298,99
1384036760.001500,98
1384036760.014440,99
1384036760.027062,99
1384036760.039024,99
1384036760.051273,99
1384036760.064312,99
1384036760.076757,99
1384036760.088932,98
1384036760.101466,99
1384036760.113585,98
1384036760.125871,99
1384036760.138225,98
1384036760.150971,99
1384036760.163342,99
1384036760.175498,99
1384036760.188000,99
1384036760.200216,99
1384036760.212451,99
1384036760.224780,99
1384036760.237270,99
1384036760.249571,99
1384036760.261964,99
1384036760.274446,98
1384036760.286558,99
1384036760.298889,98
1384036760.311970,99
1384036760.324880,99
1384036760.337334,99
1384036760.349989,99
1384036760.362368,99
1384036760.374830,99
1384036760.387274,98
1384036760.399760,99
1384036760.412240,98
1384036760.424981,99
1384036760.437628,98
1384036760.449863,99
1384036760.462210,99
1384036760.475278,99
1384036760.487782,99
1384036760.499899,99
1384036760.513124,99
1384036760.525613,98
1384036760.538041,99
1384036760.551134,99
1384036760.564185,99
1384036760.576602,99
1384036760.588958,99
1384036760.601639,99
1384036760.613766,98
1384036760.625964,99
1384036760.638522,98
1384036760.650706,100
1384036760.663126,99
1384036760.675524,100
1384036760.688206,100
1384036760.700379,100
1384036760.713359,100
1384036760.725994,100
1384036760.738419,100
1384036760.751041,99
1384036760.763591,100
1384036760.776013,99
1384036760.788249,100
1384036760.800902,99
1384036760.813092,100
1384036760.825553,100
1384036760.837599,100
1384036760.850078,100
1384036760.862673,100
1384036760.875153,100
1384036760.888048,99
1384036760.900412,100
1384036760.912607,99
1384036760.924579,100
1384036760.937039,99
1384036760.949260,100
1384036760.962398,99
1384036760.974915,100
1384036760.987298,100
1384036760.999932,100
1384036761.012248,100
1384036761.024376,100
1384036761.036654,100
1384036761.049147,100
1384036761.061465,100
1384036761.073434,100
1384036761.086036,100
1384036761.098432,99
1384036761.110650,100
1384036761.122978,99
1384036761.135613,100
1384036761.147702,99
1384036761.160222,100
1384036761.172669,100
1384036761.184955,100
1384036761.197090,100
1384036761.208968,100
1384036761.221348,100
1384036761.233331,100
1384036761.246426,100
1384036761.258903,100
1384036761.271284,100
1384036761.283693,99
1384036761.296334,100
1384036761.308859,99
1384036761.321137,100
1384036761.333792,99
1384036761.346236,100
1384036761.358290,100
1384036761.370368,100
1384036761.382902,100
1384036761.395252,100
1384036761.407616,100
1384036761.420091,100
1384036761.432197,100
1384036761.444366,100
1384036761.456473,100
1384036761.469091,100
1384036761.481047,100
1384036761.493713,99
1384036761.507686,100
1384036761.519792,100
1384036761.532744,100
1384036761.545222,100
1384036761.557346,100
1384036761.569531,100
1384036761.581890,100
1384036761.594235,100
1384036761.606134,100
1384036761.618614,100
1384036761.630807,99
1384036761.642648,100
1384036761.654695,100
1384036761.667824,100
1384036761.680175,99
1384036761.692395,100
1384036761.704961,99
1384036761.716890,100
1384036761.728855,99
1384036761.740739,100
1384036761.753326,99
1384036761.765239,100
1384036761.777990,99
1384036761.790393,100
1384036761.802379,100
1384036761.814461,100
1384036761.826781,100
1384036761.839187,100
1384036761.851174,100
1384036761.864116,100
1384036761.876548,100
1384036761.888557,100
1384036761.900609,100
1384036761.913551,99
1384036761.926245,100
1384036761.938262,99
1384036761.950886,100
1384036761.963063,99
1384036761.974985,100
1384036761.987012,99
1384036761.999403,100
1384036762.011732,99
1384036762.023724,100
1384036762.036227,99
1384036762.048128,100
1384036762.060234,99
1384036762.072610,100
1384036762.084751,99
1384036762.096791,100
1384036762.108977,99
1384036762.121602,100
1384036762.133799,100
1384036762.146105,100
1384036762.158652,100
1384036762.170608,100
1384036762.182724,100
1384036762.194798,100
1384036762.207209,100
1384036762.219133,100
1384036762.231511,100
1384036762.243832,100
1384036762.255847,100
1384036762.267868,100
1384036762.280138,100
1384036762.292497,100
1384036762.304570,100
1384036762.317667,98
1384036762.329833,98
1384036762.342042,97
1384036762.354325,97
1384036762.367477,95
1384036762.379762,95
1384036762.391790,94
1384036762.404414,94
1384036762.416507,93
1384036762.428471,92
1384036762.440442,91
1384036762.452942,91
1384036762.464906,90
1384036762.476906,89
1384036762.490219,88
1384036762.502126,88
1384036762.514245,87
1384036762.526197,86
1384036762.538724,85
1384036762.550673,85
1384036762.562964,84
1384036762.575650,82
1384036762.587602,82
1384036762.600233,81
1384036762.612431,81
1384036762.624419,79
1384036762.636502,79
1384036762.649554,78
1384036762.661842,78
1384036762.674069,76
1384036762.686490,76
1384036762.698651,75
1384036762.710738,75
1384036762.722751,74
1384036762.735535,73
1384036762.747726,72
1384036762.759901,72
1384036762.772374,71
1384036762.784443,70
1384036762.796775,69
1384036762.808773,69
1384036762.821302,68
1384036762.833223,67
1384036762.845385,66
1384036762.857799,66
1384036762.869805,65
1384036762.882037,64
1384036762.894245,63
1384036762.906758,62
1384036762.918749,62
1384036762.931303,60
1384036762.943687,60
1384036762.955662,59
1384036762.967612,59
1384036762.979799,57
1384036762.992153,57
1384036763.004139,56
1384036763.016622,56
1384036763.028916,54
1384036763.040789,54
1384036763.052832,53
1384036763.065912,53
1384036763.078405,52
1384036763.090546,51
1384036763.103063,50
1384036763.115784,50
1384036763.128109,51
1384036763.140092,51
1384036763.152880,51
1384036763.165308,50
1384036763.177629,51
1384036763.190904,50
1384036763.203019,51
1384036763.215506,51
1384036763.228293,51
1384036763.240610,51
1384036763.252634,51
1384036763.265017,51
1384036763.277290,51
1384036763.289275,51
1384036763.301769,51
1384036763.313762,51
1384036763.325794,51
1384036763.338039,51
1384036763.351416,50
1384036763.363825,51
1384036763.376049,50
1384036763.388568,51
1384036763.400594,50
1384036763.412976,51
1384036763.425083,50
1384036763.437507,51
1384036763.449836,51
1384036763.462282,51
1384036763.474796,51
1384036763.487152,51
1384036763.499409,51
1384036763.512101,51
1384036763.524577,51
1384036763.536881,50
1384036763.549393,51
1384036763.561866,51
1384036763.574090,52
1384036763.586303,51
1384036763.598679,52
1384036763.611181,52
1384036763.623302,52
1384036763.635782,52
1384036763.647754,52
1384036763.659947,52
1384036763.672430,52
1384036763.684799,52
1384036763.697458,52
1384036763.709909,52
1384036763.722646,51
1384036763.734686,52
1384036763.747814,51
1384036763.760318,52
1384036763.772532,52
1384036763.784708,52
1384036763.797122,52
1384036763.809541,52
1384036763.821944,52
1384036763.835046,52
1384036763.847309,52
1384036763.859450,51
1384036763.871623,52
1384036763.885373,51
1384036763.897934,52
1384036763.910556,52
1384036763.922965,52
1384036763.935449,52
1384036763.947743,52
1384036763.959829,52
1384036763.972436,51
1384036763.984681,52
1384036763.997859,52
1384036764.010286,53
1384036764.022654,52
1384036764.034826,53
1384036764.047326,53
1384036764.059774,53
1384036764.072093,53
1384036764.084942,53
1384036764.097365,53
1384036764.110209,52
1384036764.122660,53
1384036764.135809,52
1384036764.148213,53
1384036764.160708,53
1384036764.173292,53
1384036764.185532,53
1384036764.198573,52
1384036764.210960,53
1384036764.223163,52
1384036764.235343,53
1384036764.247722,52
1384036764.260134,53
1384036764.272754,52
1384036764.285655,53
1384036764.298280,53
1384036764.310622,53
1384036764.322896,53
1384036764.335973,52
1384036764.348479,53
1384036764.360821,52
1384036764.373356,53
1384036764.385631,52
1384036764.398541,53
1384036764.411062,53
1384036764.423628,53
1384036764.435747,54
1384036764.448898,53
1384036764.461296,54
1384036764.473567,53
1384036764.485831,54
1384036764.498459,53
1384036764.510822,54
1384036764.522967,53
1384036764.535482,54
1384036764.547649,54
1384036764.559684,54
1384036764.571785,53
1384036764.584773,54
1384036764.597342,54
1384036764.609712,54
1384036764.622208,54
1384036764.634433,54
1384036764.646640,54
1384036764.658958,53
1384036764.671438,54
1384036764.683886,53
1384036764.696993,54
1384036764.709483,54
1384036764.721655,54
1384036764.735159,54
1384036764.747372,54
1384036764.759510,54
1384036764.771994,53
1384036764.784677,54
1384036764.797265,53
1384036764.809645,54
1384036764.822234,54
1384036764.834329,54
1384036764.846656,54
1384036764.858804,54
1384036764.871819,54
1384036764.884204,54
1384036764.896724,55
1384036764.909238,54
1384036764.921235,55
1384036764.933496,54
1384036764.945740,55
1384036764.958215,54
1384036764.970265,55
1384036764.982761,54
1384036764.995176,55
1384036765.007397,54
1384036765.019579,55
1384036765.032779,55
1384036765.045517,55
1384036765.058277,55
1384036765.071678,54
1384036765.083998,55
1384036765.096674,54
1384036765.109673,55
1384036765.122324,55
1384036765.134925,55
1384036765.147292,55
1384036765.159776,54
1384036765.171800,55
1384036765.184620,54
1384036765.196913,55
1384036765.209173,54
1384036765.221528,55
1384036765.234568,55
1384036765.246933,55
1384036765.259068,55
1384036765.271569,55
1384036765.283735,55
1384036765.295858,55
1384036765.308393,55
1384036765.321813,54
1384036765.334143,55
1384036765.346865,54
1384036765.359273,56
1384036765.371482,56
1384036765.383767,56
1384036765.396540,56
1384036765.409150,56
1384036765.421440,56
1384036765.434722,55
1384036765.447223,56
1384036765.459418,55
1384036765.471554,56
1384036765.484431,56
1384036765.496692,56
1384036765.509097,56
1384036765.521538,56
1384036765.533511,56
1384036765.545625,56
1384036765.557681,56
1384036765.570064,56
1384036765.581993,56
1384036765.593985,56
1384036765.606417,56
1384036765.618621,56
1384036765.630655,56
1384036765.642809,56
1384036765.655270,56
1384036765.667515,56
1384036765.679873,56
1384036765.692380,55
1384036765.704618,56
1384036765.717241,55
1384036765.730063,56
1384036765.742254,55
1384036765.754273,56
1384036765.766856,55
1384036765.779213,56
1384036765.791411,56
1384036765.804281,56
1384036765.816440,57
1384036765.828378,57
1384036765.840563,57
1384036765.853003,57
1384036765.865582,57
1384036765.877795,57
1384036765.890139,57
1384036765.902148,57
1384036765.914121,57
1384036765.926264,57
1384036765.938661,57
1384036765.950745,56
1384036765.963048,57
1384036765.975547,56
1384036765.987655,57
1384036765.999746,56
1384036766.012459,57
1384036766.024965,56
1384036766.037727,57
1384036766.050305,57
1384036766.062935,57
1384036766.074965,57
1384036766.086987,57
1384036766.100038,57
1384036766.112529,56
1384036766.124820,57
1384036766.137770,56
1384036766.150502,57
1384036766.162724,57
1384036766.175058,57
1384036766.187060,57
1384036766.199009,57
1384036766.211005,57
1384036766.223462,57
1384036766.235468,57
1384036766.247763,57
1384036766.260180,57
1384036766.272081,57
1384036766.284077,57
1384036766.296348,58
1384036766.308724,58
1384036766.320654,58
1384036766.333131,58
1384036766.345465,58
1384036766.357488,58
1384036766.369450,58
1384036766.381811,58
1384036766.394086,58
1384036766.406067,58
1384036766.418878,58
1384036766.430933,58
1384036766.442988,58
1384036766.455032,58
1384036766.467687,57
1384036766.479928,58
1384036766.491975,57
1384036766.505305,58
1384036766.517356,57
1384036766.529287,58
1384036766.541903,57
1384036766.554250,58
1384036766.566154,57
1384036766.578533,58
1384036766.590898,58
1384036766.602914,58
1384036766.614871,58
1384036766.627268,58
1384036766.639729,58
1384036766.651800,58
1384036766.664352,58
1384036766.676713,58
1384036766.688727,58
1384036766.701284,58
1384036766.713454,58
1384036766.725345,58
1384036766.737411,58
1384036766.749826,58
1384036766.762083,58
1384036766.774339,57
1384036766.786681,59
1384036766.798872,58
1384036766.810715,59
1384036766.822740,58
1384036766.835662,59
1384036766.847626,58
1384036766.859604,59
1384036766.872095,58
1384036766.884055,59
1384036766.896047,58
1384036766.908062,59
1384036766.920590,58
1384036766.932511,59
1384036766.944645,58
1384036766.957031,59
1384036766.969018,58
1384036766.981109,59
1384036766.993071,58
1384036767.005434,59
1384036767.017485,58
1384036767.029675,59
1384036767.042110,58
1384036767.054275,59
1384036767.066755,58
1384036767.079111,59
1384036767.091724,59
1384036767.103677,59
1384036767.116035,59
1384036767.128625,59
1384036767.140793,59
1384036767.152814,59
1384036767.165860,59
1384036767.178309,58
1384036767.190591,59
1384036767.203533,58
1384036767.215586,59
1384036767.227728,58
1384036767.240165,59
1384036767.252183,58
1384036767.264252,59
1384036767.276341,59
1384036767.288737,60
1384036767.300871,59
1384036767.313208,60
1384036767.325814,60
1384036767.338011,60
1384036767.350027,60
1384036767.362156,60
1384036767.374568,60
1384036767.386579,60
1384036767.398977,60
1384036767.411302,60
1384036767.423364,60
1384036767.435524,60
1384036767.447817,60
1384036767.460240,60
1384036767.472544,60
1384036767.485241,59
1384036767.497457,60
1384036767.509460,59
1384036767.521532,60
1384036767.534177,59
1384036767.546330,60
1384036767.558315,59
1384036767.570708,60
1384036767.582622,59
1384036767.594531,60
1384036767.606699,59
1384036767.619213,60
1384036767.631232,59
1384036767.643283,60
1384036767.655808,59
1384036767.667725,60
1384036767.679763,59
1384036767.691772,60
1384036767.704263,59
1384036767.716334,60
1384036767.728466,59
1384036767.740900,60
1384036767.752951,59
1384036767.765454,60
1384036767.777906,61
1384036767.789906,61
1384036767.802111,61
1384036767.814367,61
1384036767.826869,61
1384036767.839152,61
1384036767.851799,61
1384036767.864420,60
1384036767.876455,61
1384036767.888481,61
1384036767.900924,61
1384036767.913641,60
1384036767.925519,61
1384036767.938099,60
1384036767.949960,61
1384036767.961962,60
1384036767.973918,61
1384036767.986507,60
1384036767.998433,61
1384036768.010614,60
1384036768.022967,61
1384036768.035030,60
1384036768.047268,61
1384036768.059296,60
1384036768.071809,61
1384036768.083780,60
1384036768.096364,61
1384036768.108770,61
1384036768.120705,61
1384036768.132935,61
1384036768.144987,61
1384036768.157409,61
1384036768.169311,61
1384036768.181709,61
1384036768.193996,61
1384036768.206165,61
1384036768.218122,61
1384036768.230366,61
1384036768.242756,61
1384036768.254731,61
1384036768.267456,61
1384036768.279612,62
1384036768.291800,62
1384036768.304559,62
1384036768.316796,61
1384036768.328888,62
1384036768.340985,61
1384036768.353558,62
1384036768.365566,61
1384036768.377621,62
1384036768.390079,61
1384036768.402284,62
1384036768.414581,61
1384036768.426644,62
1384036768.439230,61
1384036768.451263,62
1384036768.464496,62
1384036768.477248,62
1384036768.489273,62
1384036768.501858,62
1384036768.515030,62
1384036768.527780,61
1384036768.540200,62
1384036768.553538,62
1384036768.565931,62
1384036768.578117,62
1384036768.590196,62
1384036768.603252,62
1384036768.615596,61
1384036768.628186,62
1384036768.640837,61
1384036768.652956,62
1384036768.665251,61
1384036768.677288,62
1384036768.689857,61
1384036768.702167,62
1384036768.715298,62
1384036768.728147,62
1384036768.740349,62
1384036768.753558,61
1384036768.765813,62
1384036768.778161,61
1384036768.790207,62
1384036768.802976,62
1384036768.815121,63
1384036768.827770,63
1384036768.840203,63
1384036768.852437,63
1384036768.864559,63
1384036768.876866,63
1384036768.889286,63
1384036768.901685,63
1384036768.914316,62
1384036768.927046,63
1384036768.939123,62
1384036768.951487,63
1384036768.964005,62
1384036768.976465,63
1384036768.988349,62
1384036769.000882,63
1384036769.013111,63
1384036769.025042,63
1384036769.037193,63
1384036769.049588,63
1384036769.062035,63
1384036769.074411,63
1384036769.086999,63
1384036769.099167,63
1384036769.111873,63
1384036769.124173,62
1384036769.137179,63
1384036769.149535,62
1384036769.162336,63
1384036769.174841,63
1384036769.186934,63
1384036769.199575,63
1384036769.212212,63
1384036769.224769,63
1384036769.237104,62
1384036769.249529,63
1384036769.261948,62
1384036769.273846,63
1384036769.286432,62
1384036769.298279,63
1384036769.310260,62
1384036769.322382,64
1384036769.335170,63
1384036769.347279,64
1384036769.359508,63
1384036769.371980,64
1384036769.383973,63
1384036769.395996,64
1384036769.408222,63
1384036769.420689,64
1384036769.432874,64
1384036769.445600,64
1384036769.458119,64
1384036769.470053,64
1384036769.482039,64
1384036769.493954,64
1384036769.506434,64
1384036769.518369,64
1384036769.531474,64
1384036769.543993,63
1384036769.556025,64
1384036769.568282,63
1384036769.581285,64
1384036769.593764,63
1384036769.605830,64
1384036769.618756,64
1384036769.630846,64
1384036769.643107,64
1384036769.655400,64
1384036769.668334,64
1384036769.680647,64
1384036769.693002,64
1384036769.705618,63
1384036769.717556,64
1384036769.729770,63
1384036769.741949,64
1384036769.754621,63
1384036769.766708,64
1384036769.779169,63
1384036769.791533,64
1384036769.803579,63
1384036769.815799,64
1384036769.828572,64
1384036769.841065,64
1384036769.853036,65
1384036769.865342,65
1384036769.877744,65
1384036769.889863,65
1384036769.902591,65
1384036769.914841,65
1384036769.927026,65
1384036769.939066,65
1384036769.952407,65
1384036769.964672,64
1384036769.976840,65
1384036769.989351,64
1384036770.001441,65
1384036770.013435,64
1384036770.025462,65
1384036770.037983,64
1384036770.050245,65
1384036770.063366,65
1384036770.075767,65
1384036770.088138,65
1384036770.100196,65
1384036770.112893,65
1384036770.125400,64
1384036770.137509,65
1384036770.149946,64
1384036770.162271,65
1384036770.175160,64
1384036770.187327,65
1384036770.199778,64
1384036770.212504,65
1384036770.224796,65
1384036770.237537,65
1384036770.249702,65
1384036770.261622,65
1384036770.273571,65
1384036770.286019,65
1384036770.298216,65
1384036770.310259,65
1384036770.322697,65
1384036770.334789,65
1384036770.347275,65
1384036770.359737,64
1384036770.371715,65
